Empresa,No. Contrato,,folio,Solicitud Atendida,fechaRealizado,calle,Entre Calle 1,Calle 2,colonia,delegacion,GEOLOCALIZACION,Tipo,profundidad,largo,ancho,m2total,latitude,longitude,tipo,VALIDATION_STATUS,ERRORS
JDJ,6,,060065,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28433,-99.64286",SUPERFICIAL,0.07,1.29,0.93,1.20,19.28433,-99.64286,SUPERFICIAL,GREEN,
JDJ,6,,060066,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28433,-99.64287",SUPERFICIAL,0.07,1.56,1.12,1.75,19.28433,-99.64287,SUPERFICIAL,GREEN,
JDJ,6,,060067,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28441,-99.64291",SUPERFICIAL,0.07,1.37,1.42,1.95,19.28441,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060068,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28447,-99.64293",SUPERFICIAL,0.07,1.10,1.03,1.13,19.28447,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060069,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28454,-99.64291",SUPERFICIAL,0.07,1.50,1.05,1.58,19.28454,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060070,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28457,-99.64290",SUPERFICIAL,0.07,1.33,0.83,1.10,19.28457,-99.64290,SUPERFICIAL,GREEN,
JDJ,6,,060071,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28464,-99.69286",SUPERFICIAL,0.07,1.25,0.93,1.16,19.28464,-99.69286,SUPERFICIAL,GREEN,
JDJ,6,,060072,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28468,-99.69287",SUPERFICIAL,0.07,1.00,0.83,0.83,19.28468,-99.69287,SUPERFICIAL,GREEN,
JDJ,6,,060073,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28484,-99.69288",SUPERFICIAL,0.07,1.19,0.77,0.92,19.28484,-99.69288,SUPERFICIAL,GREEN,
JDJ,6,,060074,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28484,-99.64288",SUPERFICIAL,0.07,1.67,0.83,1.39,19.28484,-99.64288,SUPERFICIAL,GREEN,
JDJ,6,,060075,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28494,-99.64291",SUPERFICIAL,0.07,0.98,0.46,0.45,19.28494,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060076,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28493,-99.64291",SUPERFICIAL,0.07,1.83,1.10,2.01,19.28493,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060077,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28493,-99.64291",SUPERFICIAL,0.07,1.13,0.71,0.80,19.28493,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060078,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28495,-99.64291",SUPERFICIAL,0.07,0.93,0.91,0.85,19.28495,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060079,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28495,-99.64290",SUPERFICIAL,0.07,0.56,0.52,0.29,19.28495,-99.64290,SUPERFICIAL,GREEN,
JDJ,6,,060080,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28495,-99.64287",SUPERFICIAL,0.07,1.86,1.30,2.42,19.28495,-99.64287,SUPERFICIAL,GREEN,
JDJ,6,,060081,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28502,-99.64291",SUPERFICIAL,0.07,1.46,0.68,0.99,19.28502,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060082,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28503,-99.64290",SUPERFICIAL,0.07,3.70,1.56,5.77,19.28503,-99.64290,SUPERFICIAL,GREEN,
JDJ,6,,060083,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28513,-99.64285",SUPERFICIAL,0.07,2.08,1.20,2.50,19.28513,-99.64285,SUPERFICIAL,GREEN,
JDJ,6,,060084,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28526,-99.64288",SUPERFICIAL,0.07,2.19,1.78,3.90,19.28526,-99.64288,SUPERFICIAL,GREEN,
JDJ,6,,060085,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28527,-99.64289",SUPERFICIAL,0.07,1.19,0.71,0.84,19.28527,-99.64289,SUPERFICIAL,GREEN,
JDJ,6,,060086,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28531,-99.64292",SUPERFICIAL,0.07,2.70,1.61,4.35,19.28531,-99.64292,SUPERFICIAL,GREEN,
JDJ,6,,060087,,14/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28537,-99.64292",SUPERFICIAL,0.07,2.51,0.83,2.08,19.28537,-99.64292,SUPERFICIAL,GREEN,
JDJ,6,,060088,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28538,-99.64293",SUPERFICIAL,0.07,0.72,0.54,0.39,19.28538,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060089,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28538,-99.64293",SUPERFICIAL,0.07,1.64,1.17,1.92,19.28538,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060090,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28541,-99.64293",SUPERFICIAL,0.07,1.40,0.72,1.01,19.28541,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060091,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28543,-99.64293",SUPERFICIAL,0.07,3.55,1.22,4.33,19.28543,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060092,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28546,-99.64291",SUPERFICIAL,0.07,1.70,1.19,2.02,19.28546,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060093,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28548,-99.64291",SUPERFICIAL,0.07,1.59,0.92,1.46,19.28548,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060094,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28552,-99.64291",SUPERFICIAL,0.07,1.30,0.96,1.25,19.28552,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060095,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28555,-99.64293",SUPERFICIAL,0.07,1.30,1.18,1.53,19.28555,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060096,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28568,-99.64295",SUPERFICIAL,0.07,1.55,1.44,2.23,19.28568,-99.64295,SUPERFICIAL,GREEN,
JDJ,6,,060097,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28589,-99.64291",SUPERFICIAL,0.07,1.85,1.83,3.39,19.28589,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060098,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28599,-99.64294",SUPERFICIAL,0.07,1.29,1.19,1.54,19.28599,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060099,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28600,-99.64292",SUPERFICIAL,0.07,0.92,0.89,0.82,19.28600,-99.64292,SUPERFICIAL,GREEN,
JDJ,6,,060100,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28603,-99.64293",SUPERFICIAL,0.07,1.84,1.72,3.16,19.28603,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060101,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28604,-99.64293",SUPERFICIAL,0.07,1.56,1.05,1.64,19.28604,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060102,,15/4/2026,ISABEL LA CATOLICA,JUAN ALVAREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28629,-99.64299",SUPERFICIAL,0.07,1.23,1.22,1.50,19.28629,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060103,,15/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28640,-99.64293",SUPERFICIAL,0.07,1.52,1.05,1.60,19.28640,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060104,,15/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28641,-99.64291",SUPERFICIAL,0.07,1.01,0.89,0.90,19.28641,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060105,,15/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28640,-99.64291",SUPERFICIAL,0.07,2.41,0.80,1.93,19.28640,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060106,,15/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28664,-99.64293",SUPERFICIAL,0.07,1.27,0.91,1.16,19.28664,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060107,,15/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28664,-99.64293",SUPERFICIAL,0.07,1.63,0.64,1.04,19.28664,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060108,,15/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28666,-99.64293",SUPERFICIAL,0.07,1.15,1.10,1.27,19.28666,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060109,,15/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28670,-99.64291",SUPERFICIAL,0.07,1.10,0.92,1.01,19.28670,-99.64291,SUPERFICIAL,GREEN,
JDJ,6,,060110,,15/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28513,-99.64285",SUPERFICIAL,0.07,1.82,0.81,1.47,19.28513,-99.64285,SUPERFICIAL,GREEN,
JDJ,6,,060111,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28513,-99.64285",SUPERFICIAL,0.07,2.52,0.96,2.42,19.28513,-99.64285,SUPERFICIAL,GREEN,
JDJ,6,,060112,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28515,-99.64280",SUPERFICIAL,0.07,1.45,0.70,1.02,19.28515,-99.64280,SUPERFICIAL,GREEN,
JDJ,6,,060113,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28503,-99.64275",SUPERFICIAL,0.07,3.43,1.43,4.90,19.28503,-99.64275,SUPERFICIAL,GREEN,
JDJ,6,,060114,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28504,-99.64260",SUPERFICIAL,0.07,4.65,1.55,7.21,19.28504,-99.64260,SUPERFICIAL,GREEN,
JDJ,6,,060115,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28505,-99.64259",SUPERFICIAL,0.07,1.77,1.32,2.34,19.28505,-99.64259,SUPERFICIAL,GREEN,
JDJ,6,,060116,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28505,-99.64259",SUPERFICIAL,0.07,1.52,1.16,1.76,19.28505,-99.64259,SUPERFICIAL,GREEN,
JDJ,6,,060117,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28505,-99.64240",SUPERFICIAL,0.07,1.50,1.35,2.03,19.28505,-99.64240,SUPERFICIAL,GREEN,
JDJ,6,,060118,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28498,-99.64238",SUPERFICIAL,0.07,1.52,1.02,1.55,19.28498,-99.64238,SUPERFICIAL,GREEN,
JDJ,6,,060119,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28490,-99.64221",SUPERFICIAL,0.07,1.14,1.11,1.27,19.28490,-99.64221,SUPERFICIAL,GREEN,
JDJ,6,,060120,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28481,-99.64200",SUPERFICIAL,0.07,1.78,1.72,3.06,19.28481,-99.64200,SUPERFICIAL,GREEN,
JDJ,6,,060121,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28476,-99.64191",SUPERFICIAL,0.07,3.90,1.47,5.73,19.28476,-99.64191,SUPERFICIAL,GREEN,
JDJ,6,,060122,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28477,-99.64185",SUPERFICIAL,0.07,2.06,1.81,3.73,19.28477,-99.64185,SUPERFICIAL,GREEN,
JDJ,6,,060123,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28480,-99.64188",SUPERFICIAL,0.07,2.02,1.61,3.25,19.28480,-99.64188,SUPERFICIAL,GREEN,
JDJ,6,,060124,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28492,-99.64221",SUPERFICIAL,0.07,2.00,1.98,3.96,19.28492,-99.64221,SUPERFICIAL,GREEN,
JDJ,6,,060125,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28505,-99.64258",SUPERFICIAL,0.07,2.00,1.42,2.84,19.28505,-99.64258,SUPERFICIAL,GREEN,
JDJ,6,,060126,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28503,-99.64246",SUPERFICIAL,0.07,3.37,1.61,5.43,19.28503,-99.64246,SUPERFICIAL,GREEN,
JDJ,6,,060127,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28505,-99.64252",SUPERFICIAL,0.07,3.65,2.13,7.77,19.28505,-99.64252,SUPERFICIAL,GREEN,
JDJ,6,,060128,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28507,-99.64255",SUPERFICIAL,0.07,2.56,1.88,4.81,19.28507,-99.64255,SUPERFICIAL,GREEN,
JDJ,6,,060129,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28507,-99.64261",SUPERFICIAL,0.07,2.27,1.72,3.90,19.28507,-99.64261,SUPERFICIAL,GREEN,
JDJ,6,,060130,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28507,-99.64263",SUPERFICIAL,0.07,1.60,1.55,2.48,19.28507,-99.64263,SUPERFICIAL,GREEN,
JDJ,6,,060131,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28516,-99.64285",SUPERFICIAL,0.07,1.72,1.29,2.22,19.28516,-99.64285,SUPERFICIAL,GREEN,
JDJ,6,,060132,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28516,-99.64285",SUPERFICIAL,0.07,1.77,1.46,2.58,19.28516,-99.64285,SUPERFICIAL,GREEN,
JDJ,6,,060133,,16/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28513,-99.64294",SUPERFICIAL,0.07,1.67,0.98,1.64,19.28513,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060134,,17/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28513,-99.64294",SUPERFICIAL,0.07,2.41,1.19,2.87,19.28513,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060135,,17/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28514,-99.64294",SUPERFICIAL,0.07,2.00,1.18,2.36,19.28514,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060136,,17/4/2026,NEZAHUALCOYOTL,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28513,-99.64294",SUPERFICIAL,0.07,1.30,1.01,1.31,19.28513,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060137,,17/4/2026,ISABEL LA CATOLICA,NEZAHUALCOYOTL,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28628,-99.64295",SUPERFICIAL,0.07,1.18,1.01,1.19,19.28628,-99.64295,SUPERFICIAL,GREEN,
JDJ,6,,060138,,17/4/2026,ISABEL LA CATOLICA,NEZAHUALCOYOTL,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28685,-99.64298",SUPERFICIAL,0.07,1.60,1.10,1.76,19.28685,-99.64298,SUPERFICIAL,GREEN,
JDJ,6,,060139,,17/4/2026,ISABEL LA CATOLICA,NEZAHUALCOYOTL,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28679,-99.64298",SUPERFICIAL,0.07,1.25,0.88,1.10,19.28679,-99.64298,SUPERFICIAL,GREEN,
JDJ,6,,060140,,17/4/2026,ISABEL LA CATOLICA,NEZAHUALCOYOTL,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28695,-99.64294",SUPERFICIAL,0.07,1.35,1.00,1.35,19.28695,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060141,,17/4/2026,ISABEL LA CATOLICA,NEZAHUALCOYOTL,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28694,-99.64292",SUPERFICIAL,0.07,1.73,1.32,2.28,19.28694,-99.64292,SUPERFICIAL,GREEN,
JDJ,6,,060142,,17/4/2026,IGNACIO PEREZ,ISABEL LA CATOLICA,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28696,-99.64311",SUPERFICIAL,0.07,1.78,0.89,1.58,19.28696,-99.64311,SUPERFICIAL,GREEN,
JDJ,6,,060143,,17/4/2026,IGNACIO PEREZ,ISABEL LA CATOLICA,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28697,-99.64323",SUPERFICIAL,0.07,2.58,0.79,2.04,19.28697,-99.64323,SUPERFICIAL,GREEN,
JDJ,6,,060144,,17/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28703,-99.64294",SUPERFICIAL,0.07,1.63,1.14,1.86,19.28703,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060145,,17/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28705,-99.64293",SUPERFICIAL,0.07,1.75,1.42,2.49,19.28705,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060146,,17/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28734,-99.64297",SUPERFICIAL,0.07,1.49,1.25,1.86,19.28734,-99.64297,SUPERFICIAL,GREEN,
JDJ,6,,060147,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28751,-99.64299",SUPERFICIAL,0.07,2.35,0.98,2.30,19.28751,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060148,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28759,-99.64294",SUPERFICIAL,0.07,0.98,0.90,0.88,19.28759,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060149,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28758,-99.64293",SUPERFICIAL,0.07,1.35,1.34,1.81,19.28758,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060151,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28776,-99.64298",SUPERFICIAL,0.07,3.53,2.07,7.31,19.28776,-99.64298,SUPERFICIAL,GREEN,
JDJ,6,,060152,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28796,-99.64297",SUPERFICIAL,0.07,1.41,1.21,1.71,19.28796,-99.64297,SUPERFICIAL,GREEN,
JDJ,6,,060153,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28796,-99.64299",SUPERFICIAL,0.07,5.30,1.57,8.32,19.28796,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060154,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28812,-99.64299",SUPERFICIAL,0.07,0.96,0.85,0.82,19.28812,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060155,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28811,-99.64298",SUPERFICIAL,0.07,1.26,1.15,1.45,19.28811,-99.64298,SUPERFICIAL,GREEN,
JDJ,6,,060156,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28811,-99.64299",SUPERFICIAL,0.07,1.54,0.50,0.77,19.28811,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060157,,20/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28811,-99.64299",SUPERFICIAL,0.07,1.16,0.91,1.06,19.28811,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060158,,20/4/2026,MELERO Y PINA,ISABEL LA CATOLICA,GONZALEZ ARRATIA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28755,-99.64328",SUPERFICIAL,0.07,1.78,1.55,2.76,19.28755,-99.64328,SUPERFICIAL,GREEN,
JDJ,6,,060159,,20/4/2026,MELERO Y PINA,ISABEL LA CATOLICA,GONZALEZ ARRATIA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28753,-99.64357",SUPERFICIAL,0.07,1.51,1.09,1.65,19.28753,-99.64357,SUPERFICIAL,GREEN,
