Empresa,No. Contrato,,folio,Solicitud Atendida,fechaRealizado,calle,Entre Calle 1,Calle 2,colonia,delegacion,GEOLOCALIZACION,Tipo,profundidad,largo,ancho,m2total,latitude,longitude,tipo,VALIDATION_STATUS,ERRORS
JDJ,6,,060339,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.276557,-99.634945",PROFUNDO,0.07,1.45,2.07,3.00,19.276557,-99.634945,SUPERFICIAL,GREEN,
JDJ,6,,060340,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.276760,-99.634726",SUPERFICIAL,0.07,1.19,1.08,1.29,19.276760,-99.634726,SUPERFICIAL,GREEN,
JDJ,6,,060341,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.276764,-99.634729",SUPERFICIAL,0.07,1.00,0.78,0.78,19.276764,-99.634729,SUPERFICIAL,GREEN,
JDJ,6,,060342,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.276823,-99.634663",SUPERFICIAL,0.07,2.18,1.10,2.40,19.276823,-99.634663,SUPERFICIAL,GREEN,
JDJ,6,,060343,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.276899,-99.634611",SUPERFICIAL,0.07,1.25,1.16,1.45,19.276899,-99.634611,SUPERFICIAL,GREEN,
JDJ,6,,060344,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.277061,-99.634620",SUPERFICIAL,0.07,1.93,1.43,2.76,19.277061,-99.634620,SUPERFICIAL,GREEN,
JDJ,6,,060345,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.277226,-99.634624",SUPERFICIAL,0.07,1.24,1.21,1.50,19.277226,-99.634624,SUPERFICIAL,GREEN,
JDJ,6,,060346,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.277319,-99.634623",SUPERFICIAL,0.07,1.42,1.39,1.97,19.277319,-99.634623,SUPERFICIAL,GREEN,
JDJ,6,,060347,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.277390,-99.634634",SUPERFICIAL,0.07,1.35,1.29,1.74,19.277390,-99.634634,SUPERFICIAL,GREEN,
JDJ,6,,060348,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.277421,-99.634636",SUPERFICIAL,0.07,1.33,1.07,1.42,19.277421,-99.634636,SUPERFICIAL,GREEN,
JDJ,6,,060349,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.276557,-99.634945",SUPERFICIAL,0.07,1.45,2.07,3.00,19.276557,-99.634945,SUPERFICIAL,GREEN,
JDJ,6,,060350,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.276374,-99.635334",SUPERFICIAL,0.07,0.87,0.74,0.64,19.276374,-99.635334,SUPERFICIAL,GREEN,
JDJ,6,,060351,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.276326,-99.635295",PROFUNDO,0.10,1.82,1.16,2.11,19.276326,-99.635295,PROFUNDO,GREEN,
JDJ,6,,060352,,24/4/2026,PRESA FALCON,PRESA COBANO,PRESA DEL INFIERNILLO,,SAN SEBASTIAN,"19.277167,-99.635450",PROFUNDO,0.10,1.71,2.18,3.73,19.277167,-99.635450,PROFUNDO,GREEN,
JDJ,6,,060353,,24/4/2026,PRESA FALCON,PRESA COBANO,PRESA DEL INFIERNILLO,,SAN SEBASTIAN,"19.277179,-99.635452",PROFUNDO,0.10,0.83,0.25,0.21,19.277179,-99.635452,PROFUNDO,GREEN,
JDJ,6,,060354,,24/4/2026,PRESA FALCON,PRESA COBANO,PRESA DEL INFIERNILLO,,SAN SEBASTIAN,"19.277215,-99.635452",PROFUNDO,0.10,3.30,1.81,5.97,19.277215,-99.635452,PROFUNDO,GREEN,
JDJ,6,,060355,,24/4/2026,PRESA FALCON,PRESA COBANO,PRESA DEL INFIERNILLO,,SAN SEBASTIAN,"19.277214,-99.635446",PROFUNDO,0.10,3.30,1.81,5.97,19.277214,-99.635446,PROFUNDO,GREEN,
JDJ,6,,060356,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277263,-99.635849",PROFUNDO,0.10,2.05,0.88,1.80,19.277263,-99.635849,PROFUNDO,GREEN,
JDJ,6,,060357,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277271,-99.635875",PROFUNDO,0.10,1.20,0.90,1.08,19.277271,-99.635875,PROFUNDO,GREEN,
JDJ,6,,060358,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277263,-99.636438",PROFUNDO,0.10,1.67,1.47,2.45,19.277263,-99.636438,PROFUNDO,GREEN,
JDJ,6,,060359,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277261,-99.636447",PROFUNDO,0.10,0.56,1.10,0.62,19.277261,-99.636447,PROFUNDO,GREEN,
JDJ,6,,060360,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277261,-99.636476",PROFUNDO,0.10,1.84,1.45,2.67,19.277261,-99.636476,PROFUNDO,GREEN,
JDJ,6,,060361,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277260,-99.636484",PROFUNDO,0.10,1.26,1.00,1.26,19.277260,-99.636484,PROFUNDO,GREEN,
JDJ,6,,060362,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277259,-99.636516",PROFUNDO,0.10,1.10,0.94,1.03,19.277259,-99.636516,PROFUNDO,GREEN,
JDJ,6,,060363,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277266,-99.636586",PROFUNDO,0.10,2.55,1.78,4.54,19.277266,-99.636586,PROFUNDO,GREEN,
JDJ,6,,060364,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277266,-99.636599",PROFUNDO,0.10,1.05,1.03,1.08,19.277266,-99.636599,PROFUNDO,GREEN,
JDJ,6,,060365,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277266,-99.636612",PROFUNDO,0.10,1.23,1.75,2.15,19.277266,-99.636612,PROFUNDO,GREEN,
JDJ,6,,060366,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277267,-99.636628",PROFUNDO,0.10,1.09,1.85,2.02,19.277267,-99.636628,PROFUNDO,GREEN,
JDJ,6,,060367,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277268,-99.636639",PROFUNDO,0.10,1.45,0.79,1.15,19.277268,-99.636639,PROFUNDO,GREEN,
JDJ,6,,060368,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277265,-99.636653",PROFUNDO,0.10,2.67,0.64,1.71,19.277265,-99.636653,PROFUNDO,GREEN,
JDJ,6,,060369,,24/4/2026,PRESA DEL INFIERNILLO,PRESA FALCON,5 DE MAYO 2 OTE,,SAN SEBASTIAN,"19.277264,-99.636666",PROFUNDO,0.10,1.43,0.74,1.06,19.277264,-99.636666,PROFUNDO,GREEN,
JDJ,6,,060370,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.277263,-99.634662",PROFUNDO,0.10,2.05,1.16,2.38,19.277263,-99.634662,PROFUNDO,GREEN,
JDJ,6,,060371,,24/4/2026,PRESA COBANO,PRESA FALCON,FRANCISCO OLAGUIBEL,,SAN SEBASTIAN,"19.277275,-99.634663",PROFUNDO,0.10,0.20,0.60,0.12,19.277275,-99.634663,PROFUNDO,GREEN,
JDJ,6,,060372,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277708,-99.635108",PROFUNDO,0.10,1.72,0.79,1.36,19.277708,-99.635108,PROFUNDO,GREEN,
JDJ,6,,060373,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277708,-99.635119",SUPERFICIAL,0.07,0.84,1.60,1.34,19.277708,-99.635119,SUPERFICIAL,GREEN,
JDJ,6,,060374,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277712,-99.635172",SUPERFICIAL,0.07,1.09,0.81,0.88,19.277712,-99.635172,SUPERFICIAL,GREEN,
JDJ,6,,060375,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277702,-99.635224",SUPERFICIAL,0.07,1.46,1.68,2.45,19.277702,-99.635224,SUPERFICIAL,GREEN,
JDJ,6,,060376,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277702,-99.635224",SUPERFICIAL,0.07,2.58,1.96,5.06,19.277702,-99.635224,SUPERFICIAL,GREEN,
JDJ,6,,060377,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277703,-99.635387",PROFUNDO,0.10,1.17,1.00,1.17,19.277703,-99.635387,PROFUNDO,GREEN,
JDJ,6,,060378,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277715,-99.635504",PROFUNDO,0.10,0.89,0.92,0.82,19.277715,-99.635504,PROFUNDO,GREEN,
JDJ,6,,060379,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277708,-99.635588",PROFUNDO,0.10,1.00,0.72,0.72,19.277708,-99.635588,PROFUNDO,GREEN,
JDJ,6,,060380,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277752,-99.635845",PROFUNDO,0.10,1.60,1.10,1.76,19.277752,-99.635845,PROFUNDO,GREEN,
JDJ,6,,060381,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277739,-99.635843",PROFUNDO,0.10,2.30,1.56,3.59,19.277739,-99.635843,PROFUNDO,GREEN,
JDJ,6,,060382,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277698,-99.635839",PROFUNDO,0.10,3.27,1.40,4.58,19.277698,-99.635839,PROFUNDO,GREEN,
JDJ,6,,060383,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277696,-99.635850",PROFUNDO,0.10,2.19,0.94,2.06,19.277696,-99.635850,PROFUNDO,GREEN,
JDJ,6,,060384,,24/4/2026,FRANCISCO OLAGUIBEL,JOAQUIN FERNANDEZ DE LIZARDI,URAWA,,SAN SEBASTIAN,"19.277695,-99.635859",PROFUNDO,0.10,1.18,1.10,1.30,19.277695,-99.635859,PROFUNDO,GREEN,
