UNIVERSIDAD - 07 - DOMAJA,,,,,,,,,,,,,,,,,,,
Empresa,No. Contrato,,folio,OBSERVACIONES,Solicitud Atendida,,fechaRealizado,,calle,Entre Calle 1,Calle 2,colonia,delegacion,GEOLOCALIZACION,Tipo,profundidad,largo,ancho,m2total
DOMAJA ,07,,070084,,,,1/4/2026,,AV. PROFESOR HERIBERTO ENRIQUEZ,PORFIRIO DIAZ,AV. PASEO TOLLOCAN,UNIVERSIDAD,UNIVERSIDAD,"19.273165, -99.648758",PROFUNDO,0.10,2.25,2.25,5.06
DOMAJA ,07,,070085,,,,1/4/2026,,AV. PROFESOR HERIBERTO ENRIQUEZ,PORFIRIO DIAZ,AV. PASEO TOLLOCAN,UNIVERSIDAD,UNIVERSIDAD,"19.273045, -99.648788",PROFUNDO,0.10,1.90,1.80,3.42
DOMAJA ,07,,070086,,,,1/4/2026,,PABLO SIDAR,EMILIANO ZAPATA,JUAN FERNANDEZ ALBARRAN,UNIVERSIDAD,UNIVERSIDAD,"19.276364, -99.653206",PROFUNDO,0.10,6.35,1.65,10.48
DOMAJA ,07,,070087,,,,1/4/2026,,PABLO SIDAR,EMILIANO ZAPATA,JUAN FERNANDEZ ALBARRAN,UNIVERSIDAD,UNIVERSIDAD,"19.276461, -99.653198",PROFUNDO,0.10,1.27,5.85,7.43
DOMAJA ,07,,070088,,,,1/4/2026,,PABLO SIDAR,EMILIANO ZAPATA,JUAN FERNANDEZ ALBARRAN,UNIVERSIDAD,UNIVERSIDAD,"19.276527, -99.653214",PROFUNDO,0.10,1.46,6.40,9.34
DOMAJA ,07,,070089,,,,1/4/2026,,PABLO SIDAR,EMILIANO ZAPATA,JUAN FERNANDEZ ALBARRAN,UNIVERSIDAD,UNIVERSIDAD,"19.277665, -99.653297",PROFUNDO,0.10,0.97,2.95,2.86
DOMAJA ,07,,070090,,,,1/4/2026,,PABLO SIDAR,EMILIANO ZAPATA,JUAN FERNANDEZ ALBARRAN,UNIVERSIDAD,UNIVERSIDAD,"19.277611, -99.653297",PROFUNDO,0.10,1.93,3.00,5.79
DOMAJA ,07,,070091,,,,1/4/2026,,JUAN FERNANDEZ ALBARRAN,BENITO JUAREZ GARCIA,IGNACIO LOPEZ RAYON,UNIVERSIDAD,UNIVERSIDAD,"19.277760, -99.653320",PROFUNDO,0.10,3.54,2.20,7.79
DOMAJA ,07,,070092,,,,1/4/2026,,JUAN FERNANDEZ ALBARRAN,BENITO JUAREZ GARCIA,IGNACIO LOPEZ RAYON,UNIVERSIDAD,UNIVERSIDAD,"19.277836, -99.653275",PROFUNDO,0.10,2.20,3.88,8.54
DOMAJA ,07,,070093,,,,1/4/2026,,JUAN FERNANDEZ ALBARRAN,BENITO JUAREZ GARCIA,IGNACIO LOPEZ RAYON,UNIVERSIDAD,UNIVERSIDAD,"19.277763, -99.652931",PROFUNDO,0.10,4.50,2.70,12.15
,,,,,,,,,,,,,,,,,,,
DOMAJA ,07,,070094,,,,9/4/2026,,JUAN FERNANDEZ ALBARRAN,PABLO SIDAR,IGNACIO LOPEZ RAYON,UNIVERSIDAD,UNIVERSIDAD,"19.27778, -99.65311",PROFUNDO,0.10,3.60,3.60,12.96
DOMAJA ,07,,070095,,,,9/4/2026,,IGNACIO LOPEZ RAYON,JUAN FERNANDEZ ALBARRAN,IGNACIO MANUEL ALTAMIRANO,UNIVERSIDAD,UNIVERSIDAD,"19.27784, -99.65234",PROFUNDO,0.10,2.94,2.10,6.17
DOMAJA ,07,,070096,,,,9/4/2026,,IGNACIO LOPEZ RAYON,IGNACIO LOPEZ RAYON,JUAN FERNANDEZ ALBARRAN,UNIVERSIDAD,UNIVERSIDAD,"19.27774, -99.65256",PROFUNDO,0.10,1.85,1.40,2.59
DOMAJA ,07,,070097,,,,9/4/2026,,JUAN FERNANDEZ ALBARRAN,JUAN FERNANDEZ ALBARRAN,IGNACIO MANUEL ALTAMIRANO,UNIVERSIDAD,UNIVERSIDAD,"19.27770,-99.65216",PROFUNDO,0.10,2.00,1.20,2.40
DOMAJA ,07,,070098,,,,9/4/2026,,JUAN FERNANDEZ ALBARRAN,JUAN FERNANDEZ ALBARRAN,IGNACIO LOPEZ RAYON,UNIVERSIDAD,UNIVERSIDAD,"19.27766,-99.65244",PROFUNDO,0.10,2.00,1.20,2.40
DOMAJA ,07,,070099,,,,9/4/2026,,JUAN FERNANDEZ ALBARRAN,JUAN FERNANDEZ ALBARRAN,IGNACIO MANUEL ALTAMIRANO,UNIVERSIDAD,UNIVERSIDAD,"19.27768,-99.65151",PROFUNDO,0.10,2.75,1.98,5.45
DOMAJA ,07,,070100,,,,9/4/2026,,IGNACIO LOPEZ RAYON,AV. HERIBERTO ENRIQUEZ,IGNACIO MANUEL ALTAMIRANO,UNIVERSIDAD,UNIVERSIDAD,"19.27780,-99.65170",PROFUNDO,0.10,1.96,1.20,2.35
DOMAJA ,07,,070101,,,,9/4/2026,,IGNACIO MANUEL ALTAMIRANO,AV. HERIBERTO ENRIQUEZ,JUAN FERNANDEZ ALBARRAN,UNIVERSIDAD,UNIVERSIDAD,"19.27751, -99.65162",PROFUNDO,0.10,2.62,1.90,4.98
DOMAJA ,07,,070102,,,,9/4/2026,,JUAN FERNANDEZ ALBARRAN,IGNACIO MANUEL ALTAMIRANO,AV. HERIBERTO ENRIQUEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27779, -99.65121",PROFUNDO,0.10,1.56,1.70,2.65
DOMAJA ,07,,070103,,,,9/4/2026,,JUAN FERNANDEZ ALBARRAN,IGNACIO MANUEL ALTAMIRANO,AV. HERIBERTO ENRIQUEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27781, -99.65100",PROFUNDO,0.10,1.30,1.30,1.69
DOMAJA ,07,,070104,,,,9/4/2026,,JUAN FERNANDEZ ALBARRAN,IGNACIO MANUEL ALTAMIRANO,AV. HERIBERTO ENRIQUEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27782,-99.65101",PROFUNDO,0.10,1.30,1.30,1.69
DOMAJA ,07,,070105,,,,9/4/2026,,JUAN FERNANDEZ ALBARRAN,IGNACIO MANUEL ALTAMIRANO,AV. HERIBERTO ENRIQUEZ,UNIVERSIDAD,UNIVERSIDAD,19.27785 -99.65099,PROFUNDO,0.10,2.13,1.23,2.62
DOMAJA ,07,,070106,,,,9/4/2026,,JUAN FERNANDEZ ALBARRAN,IGNACIO MANUEL ALTAMIRANO,AV. HERIBERTO ENRIQUEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27779, -99.65093",PROFUNDO,0.10,1.23,1.10,1.35
DOMAJA ,07,,070107,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27736, -99.64976",PROFUNDO,0.10,1.80,4.77,8.59
DOMAJA ,07,,070108,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27756, -99.64996",PROFUNDO,0.10,3.40,4.10,13.94
DOMAJA ,07,,070109,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27728, -99.64931",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070110,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27727, -99.64919",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070111,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27728, -99.64910",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070112,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27732, -99.64900",PROFUNDO,0.10,1.00,0.50,0.50
DOMAJA ,07,,070113,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27728, -99.64910",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070114,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27728, -99.64880",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070115,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27729, -99.64871",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070116,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27728, -99.64860",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070117,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27730, -99.64850",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070118,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27729, -99.64.848",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070119,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27729, -99.64.8438",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070120,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,CARLOS A VELEZ,UNIVERSIDAD,UNIVERSIDAD,"19.27729, -99.64871",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070121,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. JOSE MARIA PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.27750, -99.64816",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA ,07,,070122,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. JOSE MARIA PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.27738, -99.64800",PROFUNDO,0.10,5.00,1.90,9.50
DOMAJA ,07,,070123,,,,10/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. JOSE MARIA PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.27752, -99.64794",PROFUNDO,0.10,2.55,2.55,6.50
,,,,,,,,,,,,,,,,,,,
DOMAJA,07,,070124,,,,14/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.27734, -99.64965",PROFUNDO,0.10,6.80,1.00,6.80
DOMAJA,07,,070125,,,,14/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.2773270, -99.649635",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA,07,,070126,,,,14/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.277319, -99.649857",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA,07,,070127,,,,14/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.277317, -99.650169",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA,07,,070128,,,,14/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.277292, -99.650383",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA,07,,070129,,,,14/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.277292, -99.650403",PROFUNDO,0.10,10.00,1.00,10.00
DOMAJA,07,,070130,,,,14/4/2026,,JUAN FERNANDEZ ALBARRAN,AV. HERIBERTO ENRIQUEZ,AV. PINO SUAREZ,UNIVERSIDAD,UNIVERSIDAD,"19.277352, -99.650536",PROFUNDO,0.10,2.60,3.20,8.32
DOMAJA,07,,070131,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280291, -99.651901",PROFUNDO,0.10,5.70,0.90,5.13
DOMAJA,07,,070132,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280577, -99.652023",PROFUNDO,0.10,12.28,1.08,13.36
DOMAJA,07,,070133,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280577, -99.652023",PROFUNDO,0.10,2.90,2.90,8.41
DOMAJA,07,,070134,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280615, -99.652054",PROFUNDO,0.10,3.20,3.20,10.24
DOMAJA,07,,070135,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280569, -99.651962",PROFUNDO,0.10,3.20,3.20,10.24
DOMAJA,07,,070136,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280590, -99.652023",PROFUNDO,0.10,1.90,1.90,3.61
DOMAJA,07,,070137,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280666, -99.651909",PROFUNDO,0.10,1.90,1.90,3.61
DOMAJA,07,,070138,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280754, -99.652008",PROFUNDO,0.10,2.45,2.05,5.02
DOMAJA,07,,070139,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280716, -99.651978",PROFUNDO,0.10,1.50,2.70,4.05
DOMAJA,07,,070140,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280716, -99.651978",PROFUNDO,0.10,4.62,0.60,2.77
DOMAJA,07,,070141,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280685,-99.651985",PROFUNDO,0.10,1.70,1.70,2.89
DOMAJA,07,,070142,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280901, -99.651985",PROFUNDO,0.10,9.00,0.84,7.56
DOMAJA,07,,070143,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280901, -99.651985",PROFUNDO,0.10,2.40,4.40,10.56
DOMAJA,07,,070144,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280901, -99.651985",PROFUNDO,0.10,3.33,4.40,14.65
DOMAJA,07,,070145,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280901, -99.651985",PROFUNDO,0.10,2.40,4.50,10.80
DOMAJA,07,,070146,,,,15/4/2026,,IGNACIO MANUEL ALTAMIRANO,FRANCISCO MUNGUIA,RAFAEL MIGUEL HIDALGO,UNIVERSIDAD,UNIVERSIDAD,"19.280779, -99.651939",PROFUNDO,0.10,9.88,0.80,7.90
DOMAJA,07,,070147,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.281677, -99.645187",PROFUNDO,0.10,2.90,2.80,8.12
DOMAJA,07,,070148,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282314, -99.645332",PROFUNDO,0.10,2.45,2.16,5.29
DOMAJA,07,,070149,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.281723,-99.645210",PROFUNDO,0.10,2.40,2.12,5.09
DOMAJA,07,,070150,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282179, -99.645348",PROFUNDO,0.10,1.00,1.00,1.00
DOMAJA,07,,070151,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282465,-99.645416",PROFUNDO,0.10,2.10,3.30,6.93
DOMAJA,07,,070152,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282400, -99.645439",PROFUNDO,0.10,2.50,2.50,6.25
DOMAJA,07,,070153,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282400, -99.645439",PROFUNDO,0.10,3.90,1.93,7.53
DOMAJA,07,,070154,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282400, -99.645439",PROFUNDO,0.10,1.25,1.28,1.60
DOMAJA,07,,070155,,,,15/4/2026,,REPUBLICA DE BRASIL,REPUBLICA DE NICARAGUA,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.281269,-99.645027",PROFUNDO,0.10,4.00,1.00,4.00
DOMAJA,07,,070156,,,,15/4/2026,,REPUBLICA DE BRASIL,REPUBLICA DE NICARAGUA,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.281399, -99.645012",PROFUNDO,0.10,5.70,1.00,5.70
DOMAJA,07,,070157,,,,15/4/2026,,REPUBLICA DE COLOMBIA,REPUBLICA DE BRASIL,AV. ORIENTE DE MEXICO,UNIVERSIDAD,UNIVERSIDAD,"19.281832, -99.644531",PROFUNDO,0.10,2.30,3.72,8.56
DOMAJA,07,,070158,,,,15/4/2026,,REPUBLICA DE COLOMBIA,REPUBLICA DE BRASIL,AV. ORIENTE DE MEXICO,UNIVERSIDAD,UNIVERSIDAD,"19.281788, -99.644493",PROFUNDO,0.10,1.83,1.55,2.84
DOMAJA,07,,070159,,,,15/4/2026,,REPUBLICA DE COLOMBIA,REPUBLICA DE BRASIL,AV. ORIENTE DE MEXICO,UNIVERSIDAD,UNIVERSIDAD,"19.282602,-99644722",PROFUNDO,0.10,1.84,3.50,6.44
DOMAJA,07,,700160,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282179, -99.645348",PROFUNDO,0.10,1.00,1.00,1.00
DOMAJA,07,,700161,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282465,-99.645416",PROFUNDO,0.10,2.10,3.30,6.93
DOMAJA,07,,700162,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282400, -99.645439",PROFUNDO,0.10,2.50,2.50,6.25
DOMAJA,07,,700163,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282400, -99.645439",PROFUNDO,0.10,3.90,1.93,7.53
DOMAJA,07,,700164,,,,15/4/2026,,REPUBLICA DE NICARAGUA,AV. ORIENTE DE MEXICO,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.282400, -99.645439",PROFUNDO,0.10,1.25,1.28,1.60
DOMAJA,07,,700165,,,,15/4/2026,,REPUBLICA DE BRASIL,REPUBLICA DE NICARAGUA,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.281269,-99.645027",PROFUNDO,0.10,4.00,1.00,4.00
DOMAJA,07,,700166,,,,15/4/2026,,REPUBLICA DE BRASIL,REPUBLICA DE NICARAGUA,REPUBLICA DE COLOMBIA,UNIVERSIDAD,UNIVERSIDAD,"19.281399, -99.645012",PROFUNDO,0.10,5.70,1.00,5.70
DOMAJA,07,,700167,,,,15/4/2026,,REPUBLICA DE COLOMBIA,REPUBLICA DE BRASIL,AV. ORIENTE DE MEXICO,UNIVERSIDAD,UNIVERSIDAD,"19.281832, -99.644531",PROFUNDO,0.10,2.30,3.72,8.56
DOMAJA,07,,700168,,,,15/4/2026,,REPUBLICA DE COLOMBIA,REPUBLICA DE BRASIL,AV. ORIENTE DE MEXICO,UNIVERSIDAD,UNIVERSIDAD,"19.281788, -99.644493",PROFUNDO,0.10,1.83,1.55,2.84
DOMAJA,07,,700169,,,,15/4/2026,,REPUBLICA DE COLOMBIA,REPUBLICA DE BRASIL,AV. ORIENTE DE MEXICO,UNIVERSIDAD,UNIVERSIDAD,"19.282602,-99644722",PROFUNDO,0.10,1.84,3.50,6.44
,,,,,,,,,,,,,,,,,,,
DOMAJA,07,,700170,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.285280, -99.652054",SUPERFICIAL,0.70,3.80,1.70,6.46
DOMAJA,07,,700171,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.285307, -99.652077",SUPERFICIAL,0.70,4.70,1.70,7.99
DOMAJA,07,,700172,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.285213, -99.652054",SUPERFICIAL,0.70,4.15,1.60,6.64
DOMAJA,07,,700173,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.852432, -99,652100",SUPERFICIAL,0.70,2.30,4.30,9.89
DOMAJA,07,,700174,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.285225, -99.652092",SUPERFICIAL,0.70,2.50,2.37,5.93
DOMAJA,07,,700175,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.285223, -99.652130",SUPERFICIAL,0.70,3.00,3.00,9.00
DOMAJA,07,,700176,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.285151, -99.652084",SUPERFICIAL,0.70,1.00,5.00,5.00
DOMAJA,07,,700177,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.285093, -99.652061",SUPERFICIAL,0.70,4.00,2.00,8.00
DOMAJA,07,,700178,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.285044, -99,652069",SUPERFICIAL,0.70,2.00,5.00,10.00
DOMAJA,07,,700179,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.284977, -99.652092",SUPERFICIAL,0.70,2.00,5.00,10.00
DOMAJA,07,,700180,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.284826, -99.652039",SUPERFICIAL,0.70,2.00,5.00,10.00
DOMAJA,07,,700181,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.284821,-99.652061",SUPERFICIAL,0.70,1.00,5.00,5.00
DOMAJA,07,,700182,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.284821, -99.652061",SUPERFICIAL,0.70,1.91,1.91,3.65
DOMAJA,07,,700183,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.284727, -99.652054",SUPERFICIAL,0.70,2.30,2.30,5.29
DOMAJA,07,,700184,,,,23/4/2026,,IGNACIO MANUEL ALTAMIRANO,JUAN ALVAREZ,VALENTIN GOMEZ FARIAS,UNIVERSIDAD,UNIVERSIDAD,"19.284765,-99.652084",SUPERFICIAL,0.70,3.00,3.00,9.00
